ra;fase;turma;nome_anonimizado;idade_aprox;genero;ano_ingresso;instituicao_de_ensino;pedra;inde;iaa;ieg;ips;ida;mat;por;ing;ipv;ian;fase_ideal;defasagem;ano_coleta;ipp;ativo_inativo
RA-165;4;L;Aluno-165;14;Feminino;2017;Privada;Topázio;8,06;7,1;9,8;5,6;7,6;5,3;7,8;9,7;7,5;10;4;0;2022;;Ativo
RA-166;4;L;Aluno-166;14;Masculino;2020;Pública;Topázio;8,25;9,2;9;6,3;8,1;7;7,2;10;7,54;10;4;0;2022;;Ativo
RA-167;4;P;Aluno-167;16;Feminino;2018;Privada;Ametista;7,8;9,2;9,7;5,6;7,9;9,3;8;6,3;7,83;5;6;-2;2022;;Ativo
RA-168;4;P;Aluno-168;15;Feminino;2018;Privada;Ágata;6,92;7,9;8,3;6,3;5,9;4,7;8,2;5;7,08;5;5;-1;2022;;Ativo
RA-169;4;P;Aluno-169;15;Feminino;2018;Pública;Quartzo;5,16;7,5;5,1;6,3;3,2;1,3;4,5;3,8;4,79;5;5;-1;2022;;Ativo
RA-170;4;P;Aluno-170;14;Feminino;2018;Privada;Ágata;7,01;8,3;9,2;5,6;4,9;3,7;6,7;4,3;5,79;10;4;0;2022;;Ativo
RA-171;4;P;Aluno-171;16;Masculino;2022;Pública;Ágata;6,58;7,5;6,8;7,5;5,5;3;8;;6,88;5;6;-2;2022;;Ativo
RA-172;4;P;Aluno-172;14;Feminino;2018;Privada;Topázio;8,67;9,2;8,9;9,4;7,3;6;7,7;8,1;8,92;10;4;0;2022;;Ativo
RA-173;4;P;Aluno-173;17;Masculino;2019;Privada;Ametista;7,82;8,3;9,2;6,9;7,9;9;7,5;7,1;9,25;2,5;7;-3;2022;;Ativo
RA-174;4;P;Aluno-174;15;Feminino;2019;Pública;Ágata;6,08;7,9;6,2;7,5;4,4;4;5,3;3,8;6,04;5;5;-1;2022;;Ativo
RA-175;4;P;Aluno-175;15;Feminino;2018;Privada;Ágata;6,75;8,3;9,2;5,6;5,9;4,7;7,2;5,9;5,83;5;5;-1;2022;;Ativo
RA-176;3;A;Aluno-176;13;Feminino;2018;Privada;Topázio;8,43;9,6;9,1;5,6;6,9;5,1;6,8;8,7;9,08;10;3;0;2022;;Ativo
RA-177;3;A;Aluno-177;13;Feminino;2022;Pública;Ametista;7,42;7,9;8,8;4,4;6,8;6;7,5;;6,96;10;3;0;2022;;Ativo
RA-178;3;A;Aluno-178;13;Feminino;2016;Privada;Ágata;7,02;0;8,8;4,4;6,3;6,2;5,3;7,3;8,46;10;3;0;2022;;Ativo
RA-179;3;A;Aluno-179;12;Masculino;2022;Pública;Ametista;7,99;7,5;9,2;7,5;6,1;3,7;6,7;8;8,04;10;3;0;2022;;Ativo
RA-180;3;A;Aluno-180;12;Masculino;2018;Privada;Topázio;8,44;9,2;8,3;6,3;8,1;7,7;8,3;8,3;8,62;10;3;0;2022;;Ativo
RA-181;3;A;Aluno-181;13;Feminino;2019;Privada;Topázio;8,62;9,2;9,5;8,8;6,8;6,8;7,3;6,2;8,46;10;3;0;2022;;Ativo
RA-182;3;A;Aluno-182;16;Feminino;2021;Pública;Ágata;6,33;7,5;8;7,5;4,1;1,3;5,7;5,4;6,96;2,5;6;-3;2022;;Ativo
RA-183;3;A;Aluno-183;13;Feminino;2022;Pública;Ametista;7,3;8,3;8,8;7,5;3,8;0;7,5;;7,25;10;3;0;2022;;Ativo
RA-184;3;A;Aluno-184;16;Masculino;2019;Pública;Ametista;7,28;8,8;7,7;7,5;7,2;5;7,3;9,3;8;2,5;6;-3;2022;;Ativo
RA-185;3;A;Aluno-185;15;Masculino;2021;Pública;Ágata;6,62;7,9;7,7;7,5;4,5;3,3;5,7;4,5;6,88;5;5;-2;2022;;Ativo
RA-186;3;A;Aluno-186;13;Feminino;2019;Pública;Ametista;7,83;8,3;8,5;7,5;6,6;6;5,7;8;7,5;10;3;0;2022;;Ativo
RA-187;3;A;Aluno-187;12;Feminino;2019;Privada;Ametista;7,93;8,8;8,9;7,5;5,8;5,3;7,2;4,8;7,92;10;3;0;2022;;Ativo
RA-188;3;A;Aluno-188;14;Masculino;2021;Pública;Quartzo;5,31;0;6,1;7,5;2,7;3;3,2;2;7,58;5;4;-1;2022;;Ativo
RA-189;3;A;Aluno-189;14;Masculino;2018;Privada;Ametista;7,63;10;9,7;5;7,2;6,3;7,2;8;7,33;5;4;-1;2022;;Ativo
RA-190;3;A;Aluno-190;13;Feminino;2022;Pública;Ametista;7,34;6,7;6,9;8,8;6,3;5;7,5;;7,25;10;3;0;2022;;Ativo
RA-191;3;A;Aluno-191;13;Masculino;2019;Privada;Topázio;8,74;10;9,4;8,8;7,2;8;7,2;6,3;8,5;10;3;0;2022;;Ativo
RA-192;3;B;Aluno-192;15;Masculino;2021;Pública;Quartzo;4,93;8,8;3,6;7,5;2,7;1,7;4,7;1,7;4,71;5;5;-2;2022;;Ativo
RA-193;3;B;Aluno-193;12;Masculino;2016;Privada;Topázio;8,15;9,2;8,9;5,6;6,7;5;6,3;8,7;8,5;10;3;0;2022;;Ativo
RA-194;3;B;Aluno-194;14;Feminino;2022;Pública;Quartzo;4,26;0;6,2;5;3,2;3,7;5,8;;3,75;5;4;-1;2022;;Ativo
RA-195;3;B;Aluno-195;13;Feminino;2017;Privada;Ametista;8,02;8,8;9,2;5;6,3;6,8;6,3;5,8;8,25;10;3;0;2022;;Ativo
RA-196;3;B;Aluno-196;12;Masculino;2018;Privada;Topázio;8,12;9,2;9,1;7,5;5,1;4;6;5,3;8,62;10;3;0;2022;;Ativo
RA-197;3;B;Aluno-197;13;Feminino;2021;Privada;Topázio;8,22;8,8;9,7;4,4;7,3;6;7,5;8,3;8,29;10;3;0;2022;;Ativo
RA-198;3;B;Aluno-198;13;Masculino;2017;Pública;Quartzo;5,55;0;6,2;5;4,6;5,2;5,8;2,8;5,96;10;3;0;2022;;Ativo
RA-199;3;B;Aluno-199;13;Masculino;2022;Pública;Ametista;7,56;8,3;7,1;7,5;7,5;5,7;7,8;9;6,46;10;3;0;2022;;Ativo
RA-200;3;B;Aluno-200;15;Masculino;2018;Privada;Quartzo;5,7;7,9;5,6;4,4;5,5;4,7;5;6,8;4,92;5;5;-2;2022;;Ativo
RA-201;3;B;Aluno-201;15;Feminino;2021;Pública;Ametista;7,08;7,9;7,3;7,5;6,5;6;7,2;6,3;7,54;5;5;-2;2022;;Ativo
RA-202;3;B;Aluno-202;14;Feminino;2017;Pública;Quartzo;5,2;0;5,2;4,4;5,4;6,3;5,8;4,2;6,92;5;4;-1;2022;;Ativo
RA-203;3;B;Aluno-203;14;Feminino;2021;Pública;Quartzo;5,67;8,8;4,3;7,5;2,8;2,3;3,5;2,5;6,88;5;4;-1;2022;;Ativo
RA-204;3;B;Aluno-204;13;Feminino;2019;Pública;Ágata;6,94;7,9;6,7;4,4;7,4;5,3;8,5;8,5;5,71;10;3;0;2022;;Ativo
RA-205;3;B;Aluno-205;14;Masculino;2020;Pública;Quartzo;5,37;9,6;3,8;7,5;4,1;5,7;1,7;5;4,83;5;4;-1;2022;;Ativo
RA-206;3;B;Aluno-206;12;Feminino;2022;Pública;Ametista;7,1;8,3;8,8;7,5;5;4;6;;5,17;10;3;0;2022;;Ativo
RA-207;3;C;Aluno-207;16;Masculino;2021;Pública;Quartzo;4,94;0;4,8;7,5;5,8;5,3;4;8;5,71;2,5;6;-3;2022;;Ativo
RA-208;3;C;Aluno-208;14;Masculino;2018;Pública;Ágata;6,67;7,5;7,1;7,5;6,1;5;7,5;5,8;6,42;5;4;-1;2022;;Ativo
RA-209;3;C;Aluno-209;14;Masculino;2019;Pública;Quartzo;4,5;0;4,8;5,6;6;5;5,2;7,8;3,75;5;4;-1;2022;;Ativo
RA-210;3;C;Aluno-210;14;Masculino;2022;Pública;Quartzo;4,44;0;5,1;7,5;3,4;2,7;5,3;2,3;4,42;5;4;-1;2022;;Ativo
RA-211;3;C;Aluno-211;13;Masculino;2021;Pública;Topázio;8,46;9,2;8,8;7,5;7,6;6,7;7,5;8,5;8,46;10;3;0;2022;;Ativo
RA-212;3;C;Aluno-212;14;Masculino;2022;Pública;Ametista;7,27;9,6;8,4;7,5;6,2;4,8;5,8;7,8;6,96;5;4;-1;2022;;Ativo
RA-213;3;C;Aluno-213;13;Masculino;2022;Pública;Ametista;7,21;9,6;8,7;7,5;3,5;5;2;;6,83;10;3;0;2022;;Ativo
RA-214;3;C;Aluno-214;15;Masculino;2022;Pública;Quartzo;4,87;0;6,1;7,5;4,3;5;3,5;;5,12;5;5;-2;2022;;Ativo
RA-215;3;D;Aluno-215;13;Feminino;2021;Pública;Ametista;7,17;6,7;5,8;7,5;7,8;5,7;7,7;10;6,54;10;3;0;2022;;Ativo
RA-216;3;D;Aluno-216;13;Feminino;2018;Pública;Ametista;7,5;7,9;8,5;7,5;7;5,3;6,5;9,2;5,58;10;3;0;2022;;Ativo
RA-217;3;D;Aluno-217;15;Feminino;2021;Pública;Ametista;7,4;7,9;8,5;7,5;7,1;6,3;7,2;7,7;7,29;5;5;-2;2022;;Ativo
RA-218;3;D;Aluno-218;14;Feminino;2022;Pública;Ágata;6,1;6,3;7,3;7,5;4;5;7;;6,12;5;4;-1;2022;;Ativo
RA-219;3;D;Aluno-219;16;Masculino;2019;Pública;Quartzo;5,94;8,8;6,9;7,5;3,5;4;4,8;1,7;6,38;2,5;6;-3;2022;;Ativo
RA-220;3;D;Aluno-220;13;Feminino;2022;Pública;Ágata;7,03;0;8,1;7,5;6,5;6,8;6,8;5,8;7,83;10;3;0;2022;;Ativo
RA-221;3;D;Aluno-221;14;Masculino;2022;Pública;Ágata;6,89;9,6;8,5;7,5;5,2;7;3,5;5;6;5;4;-1;2022;;Ativo
RA-222;3;D;Aluno-222;15;Feminino;2019;Pública;Quartzo;5,6;7,1;4,6;7,5;6,2;5;7,5;6;4,92;5;5;-2;2022;;Ativo
RA-223;3;E;Aluno-223;13;Feminino;2022;Pública;Quartzo;4,97;0;4,6;7,5;3,1;4,3;4,7;0,2;5,58;10;3;0;2022;;Ativo
RA-224;3;E;Aluno-224;13;Masculino;2021;Pública;Quartzo;5,67;9,6;4,3;7,5;2,6;5;2,7;;4,88;10;3;0;2022;;Ativo
RA-225;3;E;Aluno-225;14;Masculino;2022;Pública;Quartzo;5,92;8,3;5,3;7,5;5;3;7;;5,71;5;4;-1;2022;;Ativo
RA-226;3;E;Aluno-226;14;Feminino;2022;Pública;Ágata;6,55;7,5;6,1;7,5;6,8;7;6,5;;6,21;5;4;-1;2022;;Ativo
RA-227;3;E;Aluno-227;12;Masculino;2022;Pública;Ágata;6,47;9,2;6,4;7,5;3,3;4,7;4,3;1;5,83;10;3;0;2022;;Ativo
RA-228;3;E;Aluno-228;15;Feminino;2017;Pública;Ágata;6,2;7,5;6,7;7,5;4,8;3;6;5,3;6,42;5;5;-2;2022;;Ativo
RA-229;3;E;Aluno-229;12;Masculino;2022;Pública;Topázio;8,62;10;9,4;7,5;6,9;7;6,7;7,2;8,5;10;3;0;2022;;Ativo
RA-230;3;E;Aluno-230;14;Masculino;2022;Pública;Ágata;6,33;7,9;5,1;7,5;5,7;3,7;4,3;9;6,75;5;4;-1;2022;;Ativo
RA-231;3;E;Aluno-231;14;Masculino;2022;Pública;Ágata;6,12;8,8;7,4;7,5;3,8;3;4,5;;5,33;5;4;-1;2022;;Ativo
RA-232;3;E;Aluno-232;12;Masculino;2022;Pública;Quartzo;4,24;0;4,9;7,5;0;0;0;;4,54;10;3;0;2022;;Ativo
RA-233;3;E;Aluno-233;14;Masculino;2022;Pública;Ágata;6,05;7,9;7,4;7,5;3,8;3;4,5;;5,5;5;4;-1;2022;;Ativo
RA-234;3;E;Aluno-234;13;Masculino;2022;Pública;Ágata;6,72;10;7,6;5,6;4,3;3,7;6,3;2,8;5,58;10;3;0;2022;;Ativo
RA-235;3;E;Aluno-235;14;Feminino;2022;Pública;Ágata;6,79;8,3;7,3;7,5;6,3;7;5,5;;6,42;5;4;-1;2022;;Ativo
RA-236;3;F;Aluno-236;12;Feminino;2022;Pública;Ametista;7,11;9,6;7,5;7,5;3,7;4;4;3;7,21;10;3;0;2022;;Ativo
RA-237;3;F;Aluno-237;14;Feminino;2022;Pública;Topázio;8,08;10;9;7,5;7,8;6,8;7,7;8,8;8,42;5;4;-1;2022;;Ativo
RA-238;3;F;Aluno-238;14;Feminino;2021;Pública;Ágata;6,33;8,8;6,4;5;5,1;4,3;6,5;4,5;7,21;5;4;-1;2022;;Ativo
RA-239;3;F;Aluno-239;15;Feminino;2021;Pública;Quartzo;4,57;0;3,7;7,5;3,7;2;4,7;4,5;5,96;5;5;-2;2022;;Ativo
RA-240;3;F;Aluno-240;13;Feminino;2017;Privada;Ágata;6,94;7,1;8,1;5;4,7;6,3;5;2,8;7,04;10;3;0;2022;;Ativo
RA-241;3;F;Aluno-241;14;Masculino;2016;Privada;Topázio;8,47;10;10;7,5;7,7;8,2;7,5;7,3;9,12;5;4;-1;2022;;Ativo
RA-242;3;F;Aluno-242;13;Masculino;2018;Privada;Topázio;8,67;9,6;9,7;5,6;8,2;8,7;7,2;8,7;8,71;10;3;0;2022;;Ativo
RA-243;3;F;Aluno-243;15;Feminino;2022;Pública;Ágata;6,98;7,1;8,7;5;6;5;5,3;7,7;7,88;5;5;-2;2022;;Ativo
RA-244;3;F;Aluno-244;12;Feminino;2018;Privada;Topázio;8,51;7,5;9,4;6,3;7,8;6,7;8;8,7;9,21;10;3;0;2022;;Ativo
RA-245;3;F;Aluno-245;14;Masculino;2016;Privada;Topázio;8,66;10;9,9;7,5;8,4;8,3;8,2;8,8;9,25;5;4;-1;2022;;Ativo
RA-246;3;F;Aluno-246;13;Masculino;2022;Pública;Topázio;8,64;8,3;9,4;7,5;7,6;8;6,7;8;9,17;10;3;0;2022;;Ativo
RA-247;3;F;Aluno-247;13;Feminino;2021;Pública;Ametista;7,72;8,3;8,2;7,5;5,8;5,3;5,7;6,3;7,88;10;3;0;2022;;Ativo
RA-248;3;F;Aluno-248;13;Masculino;2022;Pública;Ametista;7,43;9,2;7,6;7,5;5,2;4;5,5;6;7,29;10;3;0;2022;;Ativo
RA-249;3;G;Aluno-249;14;Masculino;2017;Pública;Quartzo;5,1;6,7;7,4;5;2,9;2,3;4,2;2,2;4,29;5;4;-1;2022;;Ativo
RA-250;3;G;Aluno-250;12;Feminino;2022;Pública;Ametista;7,96;8,3;8,6;7,5;6,6;6,7;6,5;6,7;7,62;10;3;0;2022;;Ativo
RA-251;3;G;Aluno-251;15;Masculino;2018;Pública;Ágata;7,02;10;8,1;5,6;6,3;5,3;6,3;7,2;6,62;5;5;-2;2022;;Ativo
RA-252;3;G;Aluno-252;14;Masculino;2018;Pública;Quartzo;4,28;9,2;2,8;7,5;0,9;1,3;1,2;0,2;3,88;5;4;-1;2022;;Ativo
RA-253;3;G;Aluno-253;15;Masculino;2019;Pública;Quartzo;4,31;9,2;3,6;5;1,8;1;3,7;0,7;3,75;5;5;-2;2022;;Ativo
RA-254;3;G;Aluno-254;14;Masculino;2019;Pública;Ágata;6,72;10;7,4;5,6;5,3;5;6,8;4;6,92;5;4;-1;2022;;Ativo
RA-255;3;G;Aluno-255;14;Masculino;2019;Pública;Quartzo;4,56;7,5;3,8;5;1,3;1;2,3;0,5;5,54;5;4;-1;2022;;Ativo
RA-256;3;G;Aluno-256;12;Feminino;2019;Pública;Ametista;7,19;8,8;8,5;5;5,2;5,3;6,7;3,5;6,71;10;3;0;2022;;Ativo
RA-257;3;G;Aluno-257;14;Feminino;2018;Pública;Quartzo;5,15;0;6,4;5,6;3,6;4;5,2;1,5;6,71;5;4;-1;2022;;Ativo
RA-258;3;G;Aluno-258;12;Feminino;2018;Pública;Ágata;6,93;10;7,3;5,6;4,8;2,7;6,2;5,5;6,12;10;3;0;2022;;Ativo
RA-259;3;G;Aluno-259;16;Masculino;2017;Pública;Quartzo;4,18;8,8;2,9;7,5;0,9;0;2,7;0,2;4,62;2,5;6;-3;2022;;Ativo
RA-260;3;G;Aluno-260;13;Feminino;2019;Pública;Ametista;7,44;10;8,2;7,5;5;5,7;5,2;4,2;6,46;10;3;0;2022;;Ativo
RA-261;3;G;Aluno-261;14;Feminino;2019;Pública;Ágata;6,76;8,8;7,2;5,6;5,8;6,2;5,8;5,5;7,04;5;4;-1;2022;;Ativo
RA-262;3;G;Aluno-262;15;Masculino;2021;Pública;Quartzo;4,79;0;5,8;5,6;3,4;1,3;5,5;3,5;5,62;5;5;-2;2022;;Ativo
RA-263;3;G;Aluno-263;15;Feminino;2019;Pública;Quartzo;5,32;5,8;5,6;7,5;3,7;3;2,8;5,4;4,42;5;5;-2;2022;;Ativo
RA-264;3;I;Aluno-264;15;Feminino;2022;Pública;Ametista;7,09;10;9,2;5,6;5,8;6;5,5;;6,62;5;5;-2;2022;;Ativo
RA-265;3;I;Aluno-265;13;Masculino;2019;Pública;Ametista;7,93;8,3;7,7;7,5;6,9;5,3;7;8,5;7,92;10;3;0;2022;;Ativo
RA-266;3;I;Aluno-266;16;Feminino;2019;Pública;Quartzo;5,99;7,5;5,8;5,6;6;5;6,7;6,3;6,58;2,5;6;-3;2022;;Ativo
RA-267;3;I;Aluno-267;15;Feminino;2016;Pública;Ágata;6,01;10;7,4;5;3,3;2,3;4,8;2,7;6,29;5;5;-2;2022;;Ativo
RA-268;3;K;Aluno-268;14;Feminino;2021;Pública;Ágata;6,7;9,2;6,7;6,3;5,7;7;6,8;3,2;7,21;5;4;-1;2022;;Ativo
RA-269;3;K;Aluno-269;13;Masculino;2022;Pública;Topázio;8,23;9,2;8,6;6,3;8,9;8,7;9,5;8,5;7,25;10;3;0;2022;;Ativo
RA-270;3;K;Aluno-270;13;Feminino;2019;Privada;Topázio;8,23;8,3;8,4;6,9;7,9;8;7,2;8,5;8,12;10;3;0;2022;;Ativo
RA-271;3;K;Aluno-271;15;Feminino;2022;Pública;Ametista;7,26;9,2;8,5;5,6;7,1;6,3;6,5;8,3;6,96;5;5;-2;2022;;Ativo
RA-272;3;K;Aluno-272;14;Masculino;2021;Pública;Ágata;6,36;9,2;5,7;7,5;5,1;5;6,8;3,5;6,42;5;4;-1;2022;;Ativo
RA-273;3;K;Aluno-273;14;Feminino;2018;Pública;Quartzo;5,68;9,2;5,3;7,5;3;3,8;4,7;0,5;5,83;5;4;-1;2022;;Ativo
RA-274;3;K;Aluno-274;11;Feminino;2019;Privada;Ametista;7,95;7,9;8,3;7,5;8,1;8,1;9,3;7;7;10;2;1;2022;;Ativo
RA-275;3;K;Aluno-275;15;Masculino;2018;Pública;Ágata;6,66;9,6;6,9;7,5;4,6;5;6;2,7;6,67;5;5;-2;2022;;Ativo
RA-276;3;K;Aluno-276;14;Feminino;2017;Pública;Quartzo;5,53;7,1;5,7;5,6;4,3;3,7;6;3,3;5,12;5;4;-1;2022;;Ativo
RA-277;3;K;Aluno-277;14;Masculino;2021;Pública;Ametista;7,41;7,1;8,8;7,5;7,4;7,2;7;8,2;7,21;5;4;-1;2022;;Ativo
RA-278;3;K;Aluno-278;12;Masculino;2018;Privada;Ametista;7,74;8,8;9,2;5,6;6;5,7;5,8;6,4;7,42;10;3;0;2022;;Ativo
RA-279;3;K;Aluno-279;13;Masculino;2019;Privada;Topázio;8,82;9,2;9,9;6,3;9,1;9,7;8,3;9,3;8,21;10;3;0;2022;;Ativo
RA-280;3;K;Aluno-280;13;Feminino;2021;Privada;Ametista;8,05;7,5;9,2;7,5;7,1;5,7;7;8,7;7,33;10;3;0;2022;;Ativo
RA-281;3;K;Aluno-281;13;Feminino;2019;Pública;Ágata;6,81;6,7;6,9;7,5;5,9;5;6,8;6;5,62;10;3;0;2022;;Ativo
RA-282;3;K;Aluno-282;13;Feminino;2019;Pública;Ágata;6,62;8,8;6,8;7,5;4;4,7;6,3;1;5,62;10;3;0;2022;;Ativo
RA-283;3;K;Aluno-283;14;Masculino;2020;Pública;Ametista;7,13;9,6;8,8;7,5;5,6;4,5;5,8;6,6;6,62;5;4;-1;2022;;Ativo
RA-284;3;L;Aluno-284;13;Masculino;2022;Pública;Quartzo;5,94;6,7;5,1;5,6;3,8;7;4,5;;5,96;10;3;0;2022;;Ativo
RA-285;3;L;Aluno-285;16;Feminino;2020;Pública;Quartzo;5,06;9,2;4,1;7,5;2,8;4;3,2;1,2;5,75;2,5;6;-3;2022;;Ativo
RA-286;3;L;Aluno-286;15;Feminino;2022;Pública;Quartzo;5,42;7,1;5,8;6,3;3;4,7;2,3;2;5,62;5;5;-2;2022;;Ativo
RA-287;3;L;Aluno-287;17;Feminino;2022;Pública;Quartzo;3,7;7,9;3,4;5;1,1;0,7;2,5;0,2;4,29;2,5;7;-4;2022;;Ativo
RA-288;3;L;Aluno-288;16;Feminino;2022;Pública;Quartzo;4,1;0;5,6;6,3;0;;;;6,83;2,5;6;-3;2022;;Ativo
RA-289;3;L;Aluno-289;14;Feminino;2020;Pública;Ágata;6,24;0;7,8;6,3;6,8;5,3;7,5;7,5;7,25;5;4;-1;2022;;Ativo
RA-290;3;L;Aluno-290;17;Feminino;2022;Pública;Quartzo;4,93;10;3,9;6,3;1,7;1;2,3;1,8;6,04;2,5;7;-4;2022;;Ativo
RA-291;3;L;Aluno-291;13;Masculino;2022;Pública;Topázio;8,12;8,3;8,2;6,9;8;8;7,5;8,5;7,79;10;3;0;2022;;Ativo
RA-292;3;L;Aluno-292;16;Masculino;2022;Pública;Quartzo;4,84;7,9;3,7;7,5;1,8;0;5;0,5;6,29;2,5;6;-3;2022;;Ativo
RA-293;3;L;Aluno-293;13;Masculino;2022;Pública;Quartzo;4,88;8,8;2,9;7,5;2,3;2;3,8;1;3,33;10;3;0;2022;;Ativo
RA-294;3;L;Aluno-294;18;Feminino;2022;Pública;Quartzo;5,03;9,6;5,8;7,5;0;;;;5,92;2,5;8;-5;2022;;Ativo
RA-295;3;M;Aluno-295;14;Feminino;2022;Pública;Ametista;7,3;7,9;8;7,5;6,9;5,3;7,7;7,7;7,38;5;4;-1;2022;;Ativo
RA-296;3;M;Aluno-296;15;Feminino;2022;Pública;Quartzo;4,66;8,8;3,6;7,5;2,8;5,7;2,7;0,2;3,83;5;5;-2;2022;;Ativo
RA-297;3;M;Aluno-297;13;Feminino;2022;Pública;Ametista;7,48;7,1;7,9;6,3;6,6;6,3;5,3;8,2;7,42;10;3;0;2022;;Ativo
RA-298;3;M;Aluno-298;13;Masculino;2019;Pública;Ágata;6,41;9,2;6,3;5,6;5,2;5,5;4,8;;5,42;10;3;0;2022;;Ativo
RA-299;3;M;Aluno-299;13;Feminino;2019;Privada;Ametista;7,28;7,1;8,2;5;6,8;6,3;7,3;6,7;6,71;10;3;0;2022;;Ativo
RA-300;3;M;Aluno-300;14;Masculino;2022;Pública;Quartzo;5,56;5,4;6,9;6,3;3,1;2,7;4,8;1,7;5,88;5;4;-1;2022;;Ativo
RA-301;3;M;Aluno-301;13;Feminino;2019;Pública;Ágata;6,8;8,8;5,8;5,6;6,3;6,5;7,2;5,4;6,04;10;3;0;2022;;Ativo
RA-302;3;M;Aluno-302;16;Masculino;2022;Pública;Ágata;6,33;9,2;7,7;6,9;4,8;4,3;5;5;6,21;2,5;6;-3;2022;;Ativo
RA-303;3;M;Aluno-303;14;Masculino;2019;Pública;Ágata;6,03;7,5;7,2;7,5;3,9;3,8;4;;5,38;5;4;-1;2022;;Ativo
RA-304;3;M;Aluno-304;15;Masculino;2020;Pública;Ágata;6,36;8,8;7,7;7,5;4,3;3;5,5;;5,54;5;5;-2;2022;;Ativo
RA-305;3;M;Aluno-305;14;Masculino;2019;Pública;Ágata;6,06;7,9;6,6;7,5;4,8;2,8;6,7;;5,21;5;4;-1;2022;;Ativo
RA-306;3;M;Aluno-306;14;Feminino;2021;Pública;Ágata;6,43;8,3;6,8;7,5;5,2;4,7;5,8;5;5,96;5;4;-1;2022;;Ativo
RA-307;3;M;Aluno-307;14;Masculino;2022;Pública;Quartzo;4,73;5,4;4,5;7,5;2,5;5;0;;4,71;5;4;-1;2022;;Ativo
RA-308;3;M;Aluno-308;13;Masculino;2019;Pública;Ágata;6,93;7,9;7,4;6,9;5;6,7;5,5;2,8;6,17;10;3;0;2022;;Ativo
RA-309;3;M;Aluno-309;14;Feminino;2022;Pública;Ágata;6,15;9,2;5,2;7,5;6,5;7;6;;5,08;5;4;-1;2022;;Ativo
RA-310;3;M;Aluno-310;15;Feminino;2022;Pública;Ágata;6,4;7,9;7,5;7,5;4,5;3,7;3,8;6;6;5;5;-2;2022;;Ativo
RA-311;3;N;Aluno-311;16;Feminino;2022;Pública;Quartzo;5,65;7,9;5,6;5;5,2;5;6,2;4,3;6,22;2,5;6;-3;2022;;Ativo
RA-312;3;N;Aluno-312;13;Feminino;2022;Pública;Ametista;7,34;9,6;8,1;7,5;5,2;6;4,5;5;6,17;10;3;0;2022;;Ativo
RA-313;3;N;Aluno-313;14;Feminino;2022;Pública;Quartzo;5,8;7,5;7;5;4,1;4,7;5;2,5;5,89;5;4;-1;2022;;Ativo
RA-314;3;N;Aluno-314;13;Feminino;2022;Pública;Ágata;6,1;5,4;5,4;5;5,3;4,3;3,3;8,3;6;10;3;0;2022;;Ativo
RA-315;3;N;Aluno-315;13;Feminino;2022;Pública;Quartzo;5,67;6,7;5,1;7,5;3;3;4,2;1,8;5,06;10;3;0;2022;;Ativo
RA-316;3;N;Aluno-316;14;Feminino;2022;Pública;Ametista;7,89;10;10;6,9;6,1;7;6,5;4,7;8,39;5;4;-1;2022;;Ativo
RA-317;3;N;Aluno-317;13;Masculino;2021;Pública;Ametista;7,04;8,8;5,6;7,5;6,8;4,7;5,7;10;5,94;10;3;0;2022;;Ativo
RA-318;3;N;Aluno-318;14;Feminino;2019;Pública;Ágata;6,53;8,3;6,9;6,9;5,8;4,3;5,8;7,3;6,11;5;4;-1;2022;;Ativo
RA-319;3;N;Aluno-319;13;Masculino;2022;Pública;Ametista;7,45;9,2;7,7;7,5;5,2;6,3;4,3;5;7,5;10;3;0;2022;;Ativo
RA-320;3;N;Aluno-320;14;Feminino;2022;Pública;Ametista;7,9;8,8;10;6,9;6,4;7,3;6,3;5,7;8,67;5;4;-1;2022;;Ativo
RA-321;3;N;Aluno-321;12;Feminino;2022;Pública;Ametista;7,79;9,2;9,1;5,6;5,2;5,7;6,2;3,7;8,28;10;3;0;2022;;Ativo
RA-322;3;N;Aluno-322;13;Feminino;2022;Pública;Ágata;6,86;7,1;8,1;5;4,7;4,3;5,7;4;6,78;10;3;0;2022;;Ativo
RA-323;3;N;Aluno-323;13;Masculino;2022;Pública;Ágata;6,86;9,2;7,3;7,5;3,4;7,3;2,5;0,5;6,61;10;3;0;2022;;Ativo
RA-324;2;A;Aluno-324;10;Feminino;2022;Pública;Topázio;8,27;10;9,3;6,9;6,8;6,3;7,2;;8,61;10;2;0;2022;;Ativo
RA-325;2;A;Aluno-325;10;Masculino;2022;Pública;Ametista;7,62;9,5;6,8;7,5;6;6;6;;8,44;10;2;0;2022;;Ativo
RA-326;2;A;Aluno-326;12;Feminino;2022;Pública;Topázio;8,22;10;9,7;5;9;8,7;9,3;;8,94;5;3;-1;2022;;Ativo
RA-327;2;A;Aluno-327;11;Masculino;2021;Pública;Ágata;6,99;8,5;8,8;7,5;2,8;2,3;3,2;;7,33;10;2;0;2022;;Ativo
RA-328;2;A;Aluno-328;12;Masculino;2020;Pública;Ágata;6,82;10;7;7,5;5,3;4;6,5;;7,5;5;3;-1;2022;;Ativo
RA-329;2;A;Aluno-329;11;Masculino;2019;Pública;Ágata;6,31;7,4;6,9;4,4;5;3;7;;5,78;10;2;0;2022;;Ativo
